sim_id,campaign,f,beta,mach,theta,seed,gamma,morphology,fragmented,t_frag,grav_ratio,lW,lW_v2,lW_refined,lW_flag,n_peaks,lambda_phys,lambda_std,W_fwhm,contrast,snap_used,hgbs_match,hgbs_match_v2,hgbs_match_refined,frag_flag,wall_s
HGBS_REVERIFY_f1.1_b2.0_M3.0_s6,P1,1.1,2.0,3.0,0,6,1.0,FULL,True,0.1406,667.99,2.4479,,,,,,,,,,False,,,,
HGBS_REVERIFY_f1.2_b2.0_M3.0_s6,P1,1.2,2.0,3.0,0,6,1.0,FULL,True,0.1458,562.93,2.4479,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s6,P1,1.2,2.0,3.5,0,6,1.0,FULL,True,0.13,592.53,2.3438,,,,,,,,,,False,,,,
HGBS_REVERIFY_f1.2_b2.0_M2.5_s6,P1,1.2,2.0,2.5,0,6,1.0,FULL,True,0.1653,505.69,2.3958,,,,,,,,,,False,,,,
HGBS_REVERIFY_f1.0_b2.0_M3.0_s6,P1,1.0,2.0,3.0,0,6,1.0,FULL,True,0.1308,814.05,2.4479,,,,,,,,,,False,,,,
HGBS_REVERIFY_f1.1_b2.0_M3.5_s6,P1,1.1,2.0,3.5,0,6,1.0,FULL,True,0.1252,642.57,2.3438,,,,,,,,,,False,,,,
HGBS_REVERIFY_f1.1_b2.0_M2.5_s6,P1,1.1,2.0,2.5,0,6,1.0,FULL,True,0.161,622.07,2.3958,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s12,P1,1.2,2.0,3.5,0,12,1.0,FULL,True,0.1308,470.41,9.6615,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s18,P1,1.2,2.0,3.5,0,18,1.0,FULL,True,0.1303,544.06,2.4219,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s24,P1,1.2,2.0,3.5,0,24,1.0,FULL,True,0.1301,603.7,8.8542,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s30,P1,1.2,2.0,3.5,0,30,1.0,FULL,True,0.1302,573.45,1.7188,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.0_s6,P1,1.2,2.0,3.0,0,6,1.0,FULL,True,0.1458,562.93,2.4479,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.5_s0,P1,1.2,2.0,3.5,0,0,1.0,FULL,True,0.1302,575.89,7.2917,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.0_s12,P1,1.2,2.0,3.0,0,12,1.0,FULL,True,0.1457,504.49,0.8594,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.0_s18,P1,1.2,2.0,3.0,0,18,1.0,FULL,True,0.1451,469.92,2.6823,,,,,,,,,,True,,,,
HGBS_f1.2_b2.0_M3.0_s24,P1,1.2,2.0,3.0,0,24,1.0,FULL,True,0.1458,454.94,13.0729,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.0_s30,P1,1.2,2.0,3.0,0,30,1.0,FULL,True,0.1459,595.54,1.8229,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M3.0_s0,P1,1.2,2.0,3.0,0,0,1.0,FULL,True,0.1451,504.21,1.0938,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M2.5_s6,P1,1.2,2.0,2.5,0,6,1.0,FULL,True,0.1653,505.69,2.3958,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M2.5_s12,P1,1.2,2.0,2.5,0,12,1.0,FULL,True,0.1653,450.63,1.276,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M2.5_s18,P1,1.2,2.0,2.5,0,18,1.0,FULL,True,0.1657,469.72,2.9427,,,,,,,,,,True,,,,
HGBS_f1.2_b2.0_M2.5_s24,P1,1.2,2.0,2.5,0,24,1.0,FULL,True,0.1652,697.5,8.8021,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M2.5_s0,P1,1.2,2.0,2.5,0,0,1.0,FULL,True,0.1657,482.07,1.4062,,,,,,,,,,False,,,,
HGBS_f1.2_b2.0_M2.5_s30,P1,1.2,2.0,2.5,0,30,1.0,FULL,True,0.1655,479.76,1.6667,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s6,P1,1.1,2.0,3.5,0,6,1.0,FULL,True,0.1252,705.47,2.3438,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s18,P1,1.1,2.0,3.5,0,18,1.0,FULL,True,0.1209,589.48,2.4219,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s12,P1,1.1,2.0,3.5,0,12,1.0,FULL,True,0.1208,558.22,9.6354,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s24,P1,1.1,2.0,3.5,0,24,1.0,FULL,True,0.1208,712.33,12.8125,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s30,P1,1.1,2.0,3.5,0,30,1.0,FULL,True,0.1252,690.84,1.6667,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.5_s0,P1,1.1,2.0,3.5,0,0,1.0,FULL,True,0.1258,611.04,7.2917,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.0_s6,P1,1.1,2.0,3.0,0,6,1.0,FULL,True,0.1406,667.99,2.4479,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.0_s12,P1,1.1,2.0,3.0,0,12,1.0,FULL,True,0.14,579.57,0.8594,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.0_s18,P1,1.1,2.0,3.0,0,18,1.0,FULL,True,0.1403,551.92,2.6823,,,,,,,,,,True,,,,
HGBS_f1.1_b2.0_M3.0_s24,P1,1.1,2.0,3.0,0,24,1.0,FULL,True,0.1405,621.6,13.0729,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.0_s30,P1,1.1,2.0,3.0,0,30,1.0,FULL,True,0.1407,713.03,1.5625,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M3.0_s0,P1,1.1,2.0,3.0,0,0,1.0,FULL,True,0.1404,671.52,1.0938,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s6,P1,1.1,2.0,2.5,0,6,1.0,FULL,True,0.161,622.07,2.3958,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s12,P1,1.1,2.0,2.5,0,12,1.0,FULL,True,0.1561,530.1,1.276,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s18,P1,1.1,2.0,2.5,0,18,1.0,FULL,True,0.1606,546.25,2.4219,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s24,P1,1.1,2.0,2.5,0,24,1.0,FULL,True,0.156,721.45,8.8021,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s30,P1,1.1,2.0,2.5,0,30,1.0,FULL,True,0.1611,627.31,1.6667,,,,,,,,,,False,,,,
HGBS_f1.1_b2.0_M2.5_s0,P1,1.1,2.0,2.5,0,0,1.0,FULL,True,0.1607,568.03,7.2656,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s6,P1,1.0,2.0,3.5,0,6,1.0,FULL,True,0.116,853.58,2.3438,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s12,P1,1.0,2.0,3.5,0,12,1.0,FULL,True,0.1152,659.12,9.6354,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s18,P1,1.0,2.0,3.5,0,18,1.0,FULL,True,0.1151,711.8,2.4479,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s30,P1,1.0,2.0,3.5,0,30,1.0,FULL,True,0.1159,922.68,1.6667,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s0,P1,1.0,2.0,3.5,0,0,1.0,FULL,True,0.1155,657.93,7.2917,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.5_s24,P1,1.0,2.0,3.5,0,24,1.0,FULL,True,0.1156,757.44,12.8125,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.0_s6,P1,1.0,2.0,3.0,0,6,1.0,FULL,True,0.1308,731.26,2.5521,,,,,,,,,,True,,,,
HGBS_f1.0_b2.0_M3.0_s12,P1,1.0,2.0,3.0,0,12,1.0,FULL,True,0.131,649.21,9.6615,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.0_s18,P1,1.0,2.0,3.0,0,18,1.0,FULL,True,0.1309,672.99,2.7083,,,,,,,,,,True,,,,
HGBS_f1.0_b2.0_M3.0_s24,P1,1.0,2.0,3.0,0,24,1.0,FULL,True,0.1303,734.09,13.0729,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.0_s30,P1,1.0,2.0,3.0,0,30,1.0,FULL,True,0.1307,787.91,1.5625,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M3.0_s0,P1,1.0,2.0,3.0,0,0,1.0,FULL,True,0.1303,707.55,1.1458,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s6,P1,1.0,2.0,2.5,0,6,1.0,FULL,True,0.1505,737.58,1.5365,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s12,P1,1.0,2.0,2.5,0,12,1.0,FULL,True,0.1508,641.04,9.6354,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s18,P1,1.0,2.0,2.5,0,18,1.0,FULL,True,0.1507,908.52,3.8021,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s24,P1,1.0,2.0,2.5,0,24,1.0,FULL,True,0.15,952.14,8.8021,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s30,P1,1.0,2.0,2.5,0,30,1.0,FULL,True,0.1505,1213.94,1.5104,,,,,,,,,,False,,,,
HGBS_f1.0_b2.0_M2.5_s0,P1,1.0,2.0,2.5,0,0,1.0,FULL,True,0.15,804.72,7.2656,,,,,,,,,,False,,,,
EOS_g0.7_b2.0_t0_s0,P2,1.1,2.0,1.0,0,0,0.7,FULL,True,0.2565,475.8,,,,,,,,,,,False,,,,
EOS_g0.8_b2.0_t0_s0,P2,1.1,2.0,1.0,0,0,0.8,FULL,True,0.2613,406.15,,,,,,,,,,,False,,,,
EOS_g0.8_b2.0_t0_s1,P2,1.1,2.0,1.0,0,1,0.8,FULL,True,0.26,513.55,,,,,,,,,,,False,,,,
EOS_g0.7_b2.0_t0_s2,P2,1.1,2.0,1.0,0,2,0.7,FULL,True,0.2565,600.3,,,,,,,,,,,False,,,,
EOS_g0.7_b2.0_t0_s1,P2,1.1,2.0,1.0,0,1,0.7,FULL,True,0.2552,751.37,,,,,,,,,,,False,,,,
EOS_g0.8_b2.0_t0_s2,P2,1.1,2.0,1.0,0,2,0.8,FULL,True,0.2612,427.31,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t0_s0,P2,1.1,2.0,1.0,0,0,0.9,FULL,True,0.2657,309.32,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t0_s1,P2,1.1,2.0,1.0,0,1,0.9,FULL,True,0.2658,436.61,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t0_s2,P2,1.1,2.0,1.0,0,2,0.9,FULL,True,0.2654,357.74,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t0_s2,P2,1.1,2.0,1.0,0,2,0.95,FULL,True,0.266,332.77,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t0_s1,P2,1.1,2.0,1.0,0,1,0.95,FULL,True,0.2652,450.67,,,,,,,,,,,False,,,,
EOS_g1.0_b2.0_t0_s1,P2,1.1,2.0,1.0,0,1,1.0,FULL,True,0.266,321.07,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t0_s0,P2,1.1,2.0,1.0,0,0,0.95,FULL,True,0.2651,383.09,,,,,,,,,,,False,,,,
EOS_g1.0_b2.0_t0_s0,P2,1.1,2.0,1.0,0,0,1.0,FULL,True,0.266,422.23,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t90_s0,P2,1.1,2.0,1.0,90,0,0.9,PARTIAL,True,0.2659,362.48,,,,,,,,,,,False,,,,
EOS_g1.0_b2.0_t0_s2,P2,1.1,2.0,1.0,0,2,1.0,FULL,True,0.2654,318.54,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t90_s1,P2,1.1,2.0,1.0,90,1,0.9,PARTIAL,True,0.2653,346.51,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t90_s0,P2,1.1,2.0,1.0,90,0,0.95,PARTIAL,True,0.2651,333.75,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t90_s1,P2,1.1,2.0,1.0,90,1,0.95,PARTIAL,True,0.2657,318.94,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t0_s1,P2,1.1,1.0,1.0,0,1,0.9,FULL,True,0.2656,441.43,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t0_s0,P2,1.1,1.0,1.0,0,0,0.9,FULL,True,0.2656,390.9,,,,,,,,,,,False,,,,
EOS_g0.9_b2.0_t90_s2,P2,1.1,2.0,1.0,90,2,0.9,PARTIAL,True,0.2653,375.4,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t0_s2,P2,1.1,1.0,1.0,0,2,0.9,FULL,True,0.2654,329.55,,,,,,,,,,,False,,,,
EOS_g0.7_b1.0_t0_s0,P2,1.1,1.0,1.0,0,0,0.7,FULL,True,0.2552,547.59,,,,,,,,,,,False,,,,
EOS_g0.7_b1.0_t0_s1,P2,1.1,1.0,1.0,0,1,0.7,FULL,True,0.2555,685.19,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t90_s1,P2,1.1,1.0,1.0,90,1,0.9,PARTIAL,True,0.2662,325.93,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t90_s0,P2,1.1,1.0,1.0,90,0,0.9,PARTIAL,True,0.2656,306.56,,,,,,,,,,,False,,,,
EOS_g0.7_b1.0_t90_s0,P2,1.1,1.0,1.0,90,0,0.7,PARTIAL,True,0.2555,424.53,,,,,,,,,,,False,,,,
EOS_g0.7_b1.0_t90_s1,P2,1.1,1.0,1.0,90,1,0.7,RADIAL_COLLAPSE,False,,600.27,,,,,,,,,,,False,,,,
EOS_g0.95_b2.0_t90_s2,P2,1.1,2.0,1.0,90,2,0.95,PARTIAL,True,0.2659,356.51,,,,,,,,,,,False,,,,
EOS_g0.8_b1.0_t0_s1,P2,1.1,1.0,1.0,0,1,0.8,FULL,True,0.2608,568.07,,,,,,,,,,,False,,,,
EOS_g0.8_b1.0_t0_s0,P2,1.1,1.0,1.0,0,0,0.8,FULL,True,0.2606,462.98,,,,,,,,,,,False,,,,
EOS_g0.8_b1.0_t90_s0,P2,1.1,1.0,1.0,90,0,0.8,PARTIAL,True,0.2614,325.71,,,,,,,,,,,False,,,,
EOS_g0.8_b1.0_t90_s1,P2,1.1,1.0,1.0,90,1,0.8,PARTIAL,True,0.2609,386.61,,,,,,,,,,,False,,,,
EOS_g0.9_b1.0_t90_s2,P2,1.1,1.0,1.0,90,2,0.9,PARTIAL,True,0.2655,479.76,,,,,,,,,,,False,,,,
DTC_f0.6_b0.5_M1_s1,P3,0.6,0.5,1.0,90,1,1.0,RADIAL_COLLAPSE,False,,1100.36,,,,,,,,,,,False,,,,
DTC_f0.8_b0.5_M1_s1,P3,0.8,0.5,1.0,90,1,1.0,RADIAL_COLLAPSE,False,,574.43,,,,,,,,,,,False,,,,
DTC_f0.4_b0.5_M1_s0,P3,0.4,0.5,1.0,90,0,1.0,RADIAL_COLLAPSE,False,,2552.93,,,,,,,,,,,False,,,,
DTC_f0.6_b0.5_M1_s0,P3,0.6,0.5,1.0,90,0,1.0,RADIAL_COLLAPSE,False,,1168.87,,,,,,,,,,,False,,,,
DTC_f1.0_b0.5_M1_s0,P3,1.0,0.5,1.0,90,0,1.0,PARTIAL,True,0.2609,305.64,,,,,,,,,,,False,,,,
DTC_f0.4_b0.5_M1_s1,P3,0.4,0.5,1.0,90,1,1.0,RADIAL_COLLAPSE,False,,2355.73,,,,,,,,,,,False,,,,
DTC_f0.8_b0.5_M1_s0,P3,0.8,0.5,1.0,90,0,1.0,RADIAL_COLLAPSE,False,,559.83,,,,,,,,,,,False,,,,
DTC_f1.0_b0.5_M1_s1,P3,1.0,0.5,1.0,90,1,1.0,PARTIAL,True,0.2601,315.4,,,,,,,,,,,False,,,,
DTC_f0.4_b0.3_M2_s0,P3,0.4,0.3,2.0,90,0,1.0,RADIAL_COLLAPSE,False,,2444.66,,,,,,,,,,,False,,,,
DTC_f0.4_b0.3_M2_s1,P3,0.4,0.3,2.0,90,1,1.0,RADIAL_COLLAPSE,False,,2163.08,,,,,,,,,,,False,,,,
DTC_f0.6_b0.3_M2_s0,P3,0.6,0.3,2.0,90,0,1.0,RADIAL_COLLAPSE,False,,1072.43,,,,,,,,,,,False,,,,
DTC_f0.6_b0.3_M2_s1,P3,0.6,0.3,2.0,90,1,1.0,RADIAL_COLLAPSE,False,,1076.62,,,,,,,,,,,False,,,,
