      30  190133.2-365623   19 01 33.26   -36 56 23.7     -999	 2.11e-02	 1.91e-02	     0.21	 7.68e+00	 1.78e-01	 1.61e-01	 60	 46	 59	  56	 9.60e-01	 1.43e-01	     0.37	 8.81e+01	 6.66e+00	 9.89e-01	 38	 24	141	 122	 1.84e+00	 7.19e-01	     0.41	 8.88e+01	 6.65e+00	 2.60e+00	 37	 25	138	 119	 2.00e+00	 1.12e+00	     0.44	 6.87e+01	 4.80e+00	 2.69e+00	 42	 28	139	  81	 1.52e+00	 9.00e-01	     0.40      1.90e+00	 1.13e+00	 38	 36	171	  79	  6.11	     0.54	   3.00	  11.33	 38	 25	143	4	   1	   1	 3	[PCB2011] Spitzer outflow 2             	             	             	no SED fit                                                                                          
      31  190138.0-370840   19 01 38.07   -37 08 40.9     -999	 2.29e-02	 1.24e-02	     0.63	 8.86e+00	-5.44e-02	-2.94e-02	 58	 57	128	   7	 8.21e-02	 2.54e-02	     0.30	 9.37e+00	 8.04e-01	 2.49e-01	 42	 33	170	  13	 2.68e-01	 3.54e-02	     0.57	 1.75e+01	 1.62e+00	 2.14e-01	 45	 41	134	  12	 2.82e-01	 6.33e-02	     0.61	 1.09e+01	 8.52e-01	 1.91e-01	 48	 35	162	  11	 2.15e-01	 9.33e-02	     0.49      3.41e-01	 1.48e-01	 44	 38	150	   8	  0.82	     0.56	   0.43	   1.46	 48	 25	168	4	   0	   0	 3	                                        	             	             	                                                                                                    
      32  190138.5-371639   19 01 38.54   -37 16 39.1        2	-8.03e-03	 3.62e-03	    -1.26	-1.12e+00	 2.35e-02	-1.06e-02	 43	 12	102	   6	 4.83e-02	 2.44e-02	     0.11	 3.86e+00	 3.03e-01	 1.53e-01	 54	 17	149	  19	 2.79e-01	 1.05e-01	     0.45	 1.17e+01	 7.17e-01	 2.70e-01	 33	 22	105	  17	 2.21e-01	 7.89e-02	     0.37	 6.39e+00	 2.43e-01	 8.67e-02	 31	 24	120	-999	 6.78e-02	 4.95e-02	     0.10      6.42e-02	 4.69e-02	 42	 36	171	  11	  0.85	     0.50	   0.36	   1.70	 34	 21	118	3	   3	   0	 1	                                        	             	             	no SED fit                                                                                          
      33  190139.0-365302   19 01 39.03   -36 53 02.7     1823	 1.19e+01	 9.66e-01	     0.66	 1.74e+03	 1.01e+02	 8.21e+00	 31	 15	 96	1093	 1.93e+01	 1.95e+00	     1.23	 1.07e+03	 6.40e+01	 6.44e+00	 26	 16	105	 638	 1.01e+01	 1.50e+00	     0.84	 3.30e+02	 1.77e+01	 2.64e+00	 25	 18	 72	 305	 5.21e+00	 1.65e+00	     0.59	 1.55e+02	 7.14e+00	 2.27e+00	 33	 24	 64	 191	 3.04e+00	 1.65e+00	     0.47      3.65e+00	 1.98e+00	 38	 36	 51	 120	 10.66	     1.54	   3.41	   6.91	 26	 18	 71	5	   0	   2	 3	[HHD2008] A 346                         	             	             	reflection nebula?                                                                                  
      34  190141.6-365249   19 01 41.67   -36 52 49.7     2373	 2.69e+01	 7.76e-01	     0.92	 3.01e+03	 1.93e+02	 5.58e+00	 18	 17	125	1315	 2.67e+01	 1.93e+00	     2.03	 1.40e+03	 8.78e+01	 6.37e+00	 21	 17	 84	 660	 1.06e+01	 1.77e+00	     0.96	 3.92e+02	 2.07e+01	 3.46e+00	 27	 21	 76	 273	 4.76e+00	 1.80e+00	     0.62	 1.33e+02	 6.19e+00	 2.35e+00	 28	 24	 62	 138	 2.69e+00	 1.60e+00	     0.49      2.55e+00	 1.51e+00	 36	 36	 44	 150	 11.43	     2.14	   3.36	   5.34	 22	 18	 75	5	   0	   2	 2	AX 1858.3-3656                          	             	             	no SED fit, reflection nebula?                                                                      
      35  190141.6-365717   19 01 41.69   -36 57 17.6        9	 8.46e-02	 3.17e-02	     0.35	 5.47e+00	 2.14e-01	 8.01e-02	 21	  8	131	  35	 1.05e+00	 1.09e-01	     0.30	 4.69e+01	 1.36e+00	 1.41e-01	 21	 14	167	  61	 9.79e-01	 3.90e-01	     0.17	 2.63e+01	 5.74e-01	 2.29e-01	 20	 18	158	  19	 3.98e-01	 8.23e-01	     0.07	 1.03e+01	-3.05e-01	-6.31e-01	 24	 24	172	-999	 8.22e-01	 5.27e-01	     0.15      1.14e+00	 7.35e-01	 45	 36	127	  40	  2.73	     0.24	   0.76	  11.50	 20	 18	 94	3	   2	   2	 3	[SHJ2008] G-122                         	             	             	no SED fit                                                                                          
      36  190141.7-365832   19 01 41.71   -36 58 32.8     2708	 5.37e+01	 3.26e-02	   317.73	 1.53e+03	 7.95e+01	 4.82e-02	  8	  8	 20	2138	 5.76e+01	 7.29e-01	    12.02	 1.64e+03	 5.72e+01	 7.23e-01	 13	 13	150	2264	 3.42e+01	 9.75e-01	     6.22	 8.59e+02	 3.05e+01	 8.70e-01	 18	 18	 42	 988	 1.67e+01	 1.71e+00	     3.69	 4.34e+02	 1.57e+01	 1.61e+00	 24	 24	 60	 486	 8.18e+00	 1.78e+00	     1.94      7.20e+00	 1.57e+00	 36	 36	177	 934	 69.27	     8.77	  17.41	   7.90	 18	 18	 53	5	   2	   2	 4	2MASS J19014156-3658312                 	J190141.58-36	IRS 2        	spatially unresolved in col. dens                                                                   
      37  190144.9-370131   19 01 44.95   -37 01 31.8     -999	 2.05e-03	 6.83e-03	     0.16	 9.43e-01	 6.78e-02	 2.25e-01	 93	 84	135	   8	 1.27e-01	 6.59e-02	     0.21	 1.79e+01	 1.41e+00	 7.34e-01	 66	 40	153	  17	 2.18e-01	 1.82e-01	     0.15	 9.91e+00	 1.41e-01	 1.18e-01	 32	 25	144	  12	 1.95e-01	 2.87e-01	     0.13	 6.84e+00	 3.73e-01	 5.50e-01	 61	 25	154	  16	 2.18e-01	 3.45e-02	     0.20      1.94e-01	 3.07e-02	 63	 38	127	  11	  0.92	     0.24	   0.55	   3.87	 66	 27	155	4	   0	   1	-1	[WMB97] 185824.1-370511                 	             	             	no SED fit, low 250 micron flux                                                                     
      38  190146.1-365535   19 01 46.10   -36 55 35.7        1	-1.13e-02	 1.65e-02	    -0.06	-9.54e-01	-6.37e-03	 9.31e-03	 33	  8	119	-999	 3.64e-19	 7.76e-01	     0.00	 1.04e-17	 2.14e-01	 4.56e+17	 13	 13	 87	 249	 3.36e+00	 1.50e+00	     0.24	 1.12e+02	 6.12e+00	 2.73e+00	 27	 18	  2	 467	 8.76e+00	 1.09e+00	     0.71	 2.43e+02	 1.15e+01	 1.43e+00	 28	 24	175	 573	 1.00e+01	 1.44e+00	     1.27      1.24e+01	 1.79e+00	 41	 36	179	 430	 35.90	     0.88	  13.80	  40.64	 28	 21	146	3	   2	   2	 2	JCMTSF J190145.9-365533                 	             	             	no SED fit                                                                                          
      39  190146.2-370311   19 01 46.23   -37 03 11.6     -999	 1.86e-03	 7.82e-03	     0.12	 4.17e-01	-9.28e-02	-3.91e-01	 33	 27	173	-999	 1.03e-01	 2.97e-02	     0.20	 8.20e+00	 3.54e-01	 1.02e-01	 32	 22	 58	  11	 1.85e-01	 8.07e-02	     0.23	 6.27e+00	 2.60e-01	 1.14e-01	 27	 18	 37	   8	 1.40e-01	 7.20e-02	     0.17	 3.77e+00	 1.43e-01	 7.35e-02	 26	 24	 38	-999	 3.99e-02	 1.84e-01	     0.05      2.20e-02	 1.02e-01	 36	 36	 54	   6	  0.52	     0.20	   0.16	   2.57	 23	 18	 29	2	   0	   0	 3	[FP2007] J190146.18-370241.8            	             	             	no SED fit                                                                                          
      40  190147.2-365639   19 01 47.28   -36 56 39.8     -999	 7.67e-02	 5.26e-02	     0.18	 1.41e+01	 7.01e-01	 4.81e-01	 30	 21	 23	  63	 2.33e+00	 1.45e+00	     0.24	 1.30e+02	 6.50e+00	 4.05e+00	 35	 13	168	 396	 1.13e+01	 2.03e+00	     0.83	 4.35e+02	 2.25e+01	 4.05e+00	 32	 19	176	 312	 1.22e+01	 1.38e+00	     1.08	 3.62e+02	 1.82e+01	 2.06e+00	 33	 24	165	 295	 1.17e+01	 1.25e+00	     1.61      1.24e+01	 1.32e+00	 36	 36	 39	 297	 37.15	     1.42	  12.53	  26.24	 28	 18	  1	4	   3	   1	 2	JCMTSF J190146.0-365627                 	             	             	                                                                                                    
      41  190150.7-365634   19 01 50.77   -36 56 34.5      187	 2.03e+00	 3.04e-01	     0.81	 1.77e+02	 7.78e+00	 1.16e+00	 19	 13	 75	 403	 9.10e+00	 2.94e+00	     0.80	 3.45e+02	 1.46e+01	 4.72e+00	 17	 15	107	 482	 8.23e+00	 2.39e+00	     0.53	 2.65e+02	 1.03e+01	 2.99e+00	 26	 18	 94	 159	 6.60e+00	 1.42e+00	     0.56	 1.85e+02	 9.29e+00	 2.00e+00	 28	 25	178	  22	 7.65e+00	 1.26e+00	     0.95      1.24e+01	 2.03e+00	 54	 36	  0	 180	 18.26	     0.86	   5.66	  21.27	 24	 18	 95	5	   2	   2	 4	AX 1858.4-3700                          	             	CrA-42       	no SED fit                                                                                          
      42  190150.9-365809   19 01 50.99   -36 58 09.7     3285	 6.26e+01	 4.16e-01	    20.19	 2.13e+03	 9.88e+01	 6.56e-01	 10	  8	 95	1871	 5.52e+01	 6.20e+00	     3.60	 1.57e+03	 5.06e+01	 5.69e+00	 13	 13	170	1456	 2.86e+01	 2.38e+00	     1.49	 7.18e+02	 2.51e+01	 2.09e+00	 18	 18	 52	 496	 2.22e+01	 1.97e+00	     1.98	 6.58e+02	 2.95e+01	 2.61e+00	 33	 24	 17	  91	 1.31e+01	 1.32e+00	     1.76      1.36e+01	 1.37e+00	 36	 36	 21	 496	 51.02	     2.09	  14.06	  24.42	 20	 18	 37	5	   3	   2	 4	V V710 CrA                              	             	IRS 1        	                                                                                                    
      43  190153.6-365448   19 01 53.61   -36 54 48.5        1	-1.42e-02	 1.31e-02	    -0.14	-1.14e+00	 1.66e-03	-1.54e-03	 30	  8	 89	  30	 6.63e-01	 2.82e-01	     0.23	 4.66e+01	 2.40e+00	 1.02e+00	 26	 22	 95	  92	 1.66e+00	 6.24e-01	     0.34	 6.20e+01	 3.62e+00	 1.36e+00	 25	 23	 91	  55	 1.20e+00	 8.03e-01	     0.25	 3.35e+01	 1.55e+00	 1.04e+00	 28	 25	104	  12	 6.02e-01	 9.13e-01	     0.13      6.15e-01	 9.33e-01	 47	 36	161	  43	  3.57	     0.33	   1.46	  10.85	 28	 23	116	4	   2	   1	 3	[HHD2008] A 466                         	             	             	no SED fit                                                                                          
      44  190154.4-365748   19 01 54.45   -36 57 48.9     -999	 3.79e-01	 9.23e-01	     0.08	 3.27e+01	 1.92e+00	 4.69e+00	 18	 13	 82	1056	 3.23e+01	 8.91e+00	     0.75	 1.18e+03	 5.20e+01	 1.43e+01	 18	 13	  4	4048	 7.56e+01	 2.54e+00	     2.36	 2.34e+03	 9.46e+01	 3.17e+00	 24	 18	 20	3739	 4.64e+01	 1.66e+00	     2.62	 1.20e+03	 4.87e+01	 1.75e+00	 24	 24	 27	3051	 1.33e+01	 1.24e+00	     1.70      1.34e+01	 1.25e+00	 36	 36	 11	1572	134.30	     4.02	  37.23	  33.37	 20	 18	  7	4	   3	   2	 2	vdA 2                                   	             	             	                                                                                                    
      45  190155.4-370052   19 01 55.48   -37 00 52.9       19	-2.33e-02	 1.25e-03	    10.45	-2.86e+00	-7.46e-02	 3.99e-03	 38	 11	 91	  24	 4.52e-01	 7.63e-02	     0.33	 4.58e+01	 3.23e+00	 5.45e-01	 38	 29	 26	  91	 1.70e+00	 1.23e-01	     0.53	 8.76e+01	 5.79e+00	 4.20e-01	 34	 30	175	 117	 2.28e+00	 6.83e-01	     0.63	 7.18e+01	 4.00e+00	 1.20e+00	 33	 27	 33	 120	 1.80e+00	 9.76e-01	     0.52      2.12e+00	 1.15e+00	 39	 36	 53	 113	  9.62	     0.68	   4.78	  14.23	 35	 28	 14	4	   1	   2	 2	[SHK2011b] 9                            	             	             	                                                                                                    
      46  190155.7-364715   19 01 55.73   -36 47 15.9     -999	 1.51e-02	 1.19e-02	     0.49	 6.30e+00	 5.49e-01	 4.31e-01	 69	 64	 53	-999	 7.25e-02	 2.57e-02	     0.15	 1.15e+01	 1.29e+00	 4.56e-01	 65	 58	 34	   7	 1.18e-01	 4.80e-02	     0.16	 5.36e+00	 4.12e-01	 1.67e-01	 42	 21	 70	   7	 1.44e-01	 5.32e-02	     0.20	 5.00e+00	 3.97e-01	 1.47e-01	 44	 28	 64	-999	 1.12e-01	 5.09e-02	     0.15      1.42e-01	 6.49e-02	 51	 36	 52	   6	  0.58	     0.31	   0.30	   1.92	 41	 26	 64	2	   0	   0	 1	2MASS J19015877-3647177                 	             	             	no SED fit                                                                                          
      47  190155.8-365746   19 01 55.86   -36 57 46.9      741	 8.00e+00	 2.16e+00	     0.67	 6.65e+02	 3.48e+01	 9.38e+00	 16	 14	161	5025	 9.00e+01	 9.14e+00	     2.14	 4.96e+03	 2.28e+02	 2.31e+01	 28	 15	176	6869	 1.11e+02	 2.51e+00	     4.02	 3.55e+03	 1.69e+02	 3.82e+00	 26	 18	  3	4742	 7.20e+01	 1.69e+00	     4.71	 1.87e+03	 7.63e+01	 1.79e+00	 24	 24	 12	3272	 3.75e+01	 1.22e+00	     4.77      3.65e+01	 1.19e+00	 36	 36	 15	2187	173.50	     5.20	  53.45	  33.37	 24	 18	176	5	   1	   2	 2	CHLT 13                                 	             	             	                                                                                                    
      48  190156.4-365729   19 01 56.40   -36 57 29.4     1850	 5.59e+01	 5.58e+00	     3.41	 1.96e+03	 1.52e+02	 1.52e+01	 10	  8	 16	3948	 1.41e+02	 8.45e+00	     3.25	 4.74e+03	 2.05e+02	 1.23e+01	 16	 13	173	4962	 1.05e+02	 2.60e+00	     3.79	 2.66e+03	 1.23e+02	 3.05e+00	 18	 18	173	3457	 5.60e+01	 1.74e+00	     3.51	 1.45e+03	 5.83e+01	 1.81e+00	 24	 24	138	2798	 2.37e+01	 1.25e+00	     2.87      2.36e+01	 1.24e+00	 36	 36	140	1053	120.80	     4.53	  31.54	  26.64	 19	 18	  8	5	   3	   2	 4	[NWA2005] SMM 1B                        	             	IRS 7B (=7E) 	                                                                                                    
      49  190158.5-370106   19 01 58.57   -37 01 06.1     -999	 7.45e-03	 8.33e-03	     0.47	 1.76e+00	 2.79e-03	 3.12e-03	 38	 26	 16	  14	 3.01e-01	 5.48e-02	     0.21	 1.55e+01	 7.98e-01	 1.45e-01	 25	 15	 32	  47	 1.09e+00	 7.49e-02	     0.33	 3.41e+01	 1.55e+00	 1.07e-01	 25	 18	 70	  59	 1.41e+00	 4.70e-01	     0.38	 3.70e+01	 1.64e+00	 5.48e-01	 25	 24	 29	  62	 1.02e+00	 8.28e-01	     0.28      1.23e+00	 1.00e+00	 44	 36	 26	  52	  5.87	     0.39	   1.87	  15.07	 24	 18	 67	4	   3	   1	 2	[GMM2009] CrA 9                         	             	G09 CrA-9    	no SED fit                                                                                          
      50  190158.9-365709   19 01 58.94   -36 57 09.9      173	 3.24e+00	 8.77e-01	     0.77	 2.28e+02	 7.19e+00	 1.95e+00	 19	 10	120	 478	 1.34e+01	 4.50e+00	     0.87	 4.87e+02	 1.34e+01	 4.50e+00	 18	 13	 97	 871	 2.22e+01	 2.27e+00	     1.75	 6.09e+02	 2.56e+01	 2.61e+00	 20	 18	144	 231	 1.24e+01	 1.85e+00	     0.98	 3.38e+02	 1.40e+01	 2.08e+00	 27	 24	 16	  59	 1.03e+01	 1.26e+00	     1.34      1.06e+01	 1.29e+00	 36	 36	 13	 582	 41.09	     2.79	  10.33	  14.74	 18	 18	 30	5	   2	   2	 2	[GMM2009] CrA 10                        	             	CrA-43       	spatially unresolved in col. dens                                                                   
      51  190159.0-371916   19 01 59.10   -37 19 16.1     -999	 8.59e-03	 9.09e-03	     0.48	 3.34e+00	 2.24e-01	 2.37e-01	 59	 57	 39	-999	 6.87e-02	 2.50e-02	     0.17	 9.66e+00	 9.20e-01	 3.36e-01	 54	 45	 34	  12	 2.57e-01	 4.27e-02	     0.45	 1.54e+01	 1.27e+00	 2.11e-01	 44	 34	 56	   9	 1.70e-01	 3.54e-02	     0.28	 6.17e+00	 4.22e-01	 8.80e-02	 40	 33	 68	-999	 1.26e-01	 2.28e-02	     0.17      1.78e-01	 3.23e-02	 44	 36	114	   9	  0.90	     0.48	   0.51	   1.89	 43	 31	 69	2	   3	   0	 1	                                        	             	             	no SED fit                                                                                          
      52  190159.8-371814   19 01 59.89   -37 18 14.3       15	-9.67e-03	 6.50e-04	    -8.76	-1.32e+00	-1.28e-01	 8.62e-03	 67	 10	 38	-999	 9.19e-02	 2.65e-02	     0.18	 1.05e+01	 9.69e-01	 2.79e-01	 38	 36	 74	  17	 3.03e-01	 1.01e-01	     0.41	 1.51e+01	 1.19e+00	 3.98e-01	 37	 27	 53	  19	 3.10e-01	 1.08e-01	     0.40	 1.17e+01	 8.74e-01	 3.05e-01	 45	 34	 72	  14	 2.56e-01	 1.01e-01	     0.35      3.26e-01	 1.29e-01	 43	 36	 53	  16	  1.31	     0.51	   0.65	   2.55	 39	 25	 72	3	   3	   2	 3	                                        	             	             	no SED fit                                                                                          
      53  190200.7-365508   19 02 00.79   -36 55 08.8        2	-1.85e-02	 1.17e-02	    -0.24	-4.72e+00	 1.07e-02	-6.78e-03	 41	 28	 19	  23	 3.92e-01	 3.42e-01	     0.21	 3.78e+01	 2.62e+00	 2.28e+00	 41	 25	102	  85	 1.24e+00	 3.15e-01	     0.40	 6.13e+01	 4.37e+00	 1.11e+00	 34	 28	113	  86	 1.33e+00	 6.73e-01	     0.42	 4.28e+01	 2.48e+00	 1.26e+00	 35	 28	111	  54	 8.06e-01	 5.87e-01	     0.26      7.60e-01	 5.54e-01	 37	 36	 89	  64	  4.29	     0.55	   1.96	   7.83	 32	 25	110	4	   2	   1	 3	[FP2007] J190200.49-365507.2            	             	             	no SED fit                                                                                          
      54  190204.1-371719   19 02 04.12   -37 17 19.6        3	-1.06e-02	 3.30e-03	     1.83	-1.56e+00	-1.87e-03	 5.84e-04	 43	 13	  7	-999	 6.93e-02	 2.41e-02	     0.17	 5.54e+00	 3.48e-01	 1.21e-01	 31	 23	 36	  12	 1.79e-01	 8.21e-02	     0.26	 8.51e+00	 5.42e-01	 2.49e-01	 32	 27	 76	  11	 1.49e-01	 5.75e-02	     0.21	 4.45e+00	 2.35e-01	 9.05e-02	 30	 27	 97	-999	 1.06e-01	 3.63e-02	     0.13      9.12e-02	 3.11e-02	 36	 36	 61	  10	  0.77	     0.33	   0.38	   2.35	 33	 28	 82	2	   3	   0	 1	                                        	             	             	no SED fit                                                                                          
      55  190204.9-365447   19 02 04.98   -36 54 47.7       10	 9.19e-02	 2.28e-02	     0.73	 9.58e+00	 4.95e-01	 1.23e-01	 24	 13	 96	  17	 3.10e-01	 5.72e-02	     0.25	 2.12e+01	 1.04e+00	 1.92e-01	 26	 21	142	  29	 3.89e-01	 2.32e-01	     0.17	 9.76e+00	 4.33e-01	 2.59e-01	 18	 18	 50	  14	 1.72e-01	 3.38e-02	     0.07	 5.06e+00	 1.09e-01	 2.16e-02	 32	 24	 92	   0	-4.27e-02	 2.73e-01	    -0.02     -2.80e-02	 1.79e-01	 52	 43	 43	  14	  0.95	     0.15	   0.32	   6.42	 28	 18	 19	4	   0	   1	 1	HH 99                                   	             	             	no SED fit                                                                                          
      56  190205.9-370007   19 02 05.90   -37 00 07.5     -999	 6.10e-04	 9.17e-03	     0.02	 5.58e-02	 1.38e-01	 2.07e+00	 39	  8	 37	  25	 2.60e-01	 5.80e-02	     0.15	 1.60e+01	 8.07e-01	 1.80e-01	 31	 16	167	  53	 7.60e-01	 1.04e-01	     0.21	 2.50e+01	 1.27e+00	 1.74e-01	 26	 18	148	  43	 9.39e-01	 3.92e-01	     0.23	 2.63e+01	 1.13e+00	 4.72e-01	 28	 24	119	  50	 9.05e-01	 5.67e-01	     0.24      9.89e-01	 6.19e-01	 40	 36	 89	  39	  3.40	     0.23	   1.16	  14.71	 29	 18	128	4	   0	   0	 3	[CKR2003] MMS 17                        	             	             	no SED fit                                                                                          
      57  190208.4-370033   19 02 08.43   -37 00 33.8     -999	 8.12e-03	 1.07e-02	     0.29	 2.18e+00	 1.29e-01	 1.70e-01	 40	 32	 99	  13	 2.96e-01	 2.99e-02	     0.19	 1.71e+01	 9.90e-01	 1.00e-01	 30	 15	 94	  43	 7.97e-01	 9.41e-02	     0.23	 3.35e+01	 2.02e+00	 2.38e-01	 31	 23	  8	  41	 1.15e+00	 3.81e-01	     0.28	 3.33e+01	 1.71e+00	 5.65e-01	 31	 24	 13	  76	 1.42e+00	 6.08e-01	     0.37      1.86e+00	 7.94e-01	 42	 36	 37	  49	  4.73	     0.30	   1.80	  15.95	 33	 19	 13	4	   1	   2	 2	[CKR2003] MMS 18                        	             	             	no SED fit                                                                                          
      58  190210.0-370755   19 02 10.01   -37 07 55.2     -999	 3.71e-02	 1.44e-02	     0.82	 1.25e+01	 9.50e-01	 3.69e-01	 49	 43	107	   7	 1.40e-01	 3.43e-02	     0.24	 1.27e+01	 8.09e-01	 1.98e-01	 31	 28	 18	  13	 2.57e-01	 2.62e-02	     0.25	 1.19e+01	 8.16e-01	 8.34e-02	 36	 24	 85	  11	 2.28e-01	 5.15e-02	     0.22	 7.41e+00	 4.48e-01	 1.01e-01	 36	 28	 81	   8	 1.85e-01	 6.55e-02	     0.19      2.38e-01	 8.44e-02	 37	 36	 10	   7	  0.63	     0.22	   0.28	   2.86	 29	 26	 49	4	   0	   1	 1	                                        	             	             	                                                                                                    
      59  190210.1-365620   19 02 10.11   -36 56 20.3        3	-3.15e-02	 9.21e-03	    -1.23	-1.18e+01	-2.21e-02	 6.47e-03	 87	 41	146	  18	 2.67e-01	 1.90e-01	     0.15	 2.78e+01	 2.63e+00	 1.87e+00	 78	 22	 83	  61	 1.40e+00	 1.13e-01	     0.41	 7.95e+01	 8.25e+00	 6.68e-01	 59	 26	 90	  92	 1.90e+00	 7.52e-01	     0.54	 8.09e+01	 9.29e+00	 3.67e+00	 59	 41	 94	 110	 2.49e+00	 9.36e-01	     0.83      5.01e+00	 1.88e+00	 54	 37	 98	 120	 11.28	     1.07	   7.49	  10.58	 58	 36	 97	4	   1	   1	 2	[SHK2011b] 11                           	             	             	no SED fit                                                                                          
      60  190210.7-370227   19 02 10.76   -37 02 27.9        2	-1.50e-02	 8.70e-03	    -0.81	-1.26e+00	-8.30e-02	 4.83e-02	 33	  8	117	   9	 1.82e-01	 1.00e-30	     0.21	 8.56e+00	 3.90e-01	 2.14e-30	 26	 13	163	  26	 4.26e-01	 1.26e-02	     0.22	 1.42e+01	 6.17e-01	 1.83e-02	 28	 18	176	  21	 3.38e-01	 7.94e-02	     0.15	 1.04e+01	 3.46e-01	 8.13e-02	 36	 24	178	-999	 1.31e-01	 2.24e-01	     0.05      7.64e-02	 1.30e-01	 41	 36	178	  22	  1.80	     0.23	   0.60	   7.69	 28	 18	  0	3	   0	   1	 3	[WMB97] 185850.5-370623                 	             	             	                                                                                                    
      61  190210.9-370906   19 02 10.92   -37 09 06.7        7	-2.13e-02	 3.17e-03	     4.99	-9.19e+00	 1.10e-01	-1.63e-02	109	 57	120	  15	 2.43e-01	 2.81e-02	     0.48	 3.78e+01	 6.33e+00	 7.30e-01	 61	 57	132	  22	 5.25e-01	 4.64e-02	     0.58	 4.13e+01	 7.44e+00	 6.58e-01	 63	 57	 87	  22	 5.19e-01	 5.36e-02	     0.58	 2.39e+01	 4.07e+00	 4.21e-01	 64	 54	111	  23	 4.38e-01	 4.40e-02	     0.52      1.79e+00	 1.80e-01	 68	 58	118	  14	  1.36	     0.50	   0.95	   2.69	 58	 40	118	5	   0	   0	 3	                                        	             	             	                                                                                                    
      62  190212.7-370042   19 02 12.76   -37 00 42.4     -999	 2.47e-02	 1.31e-02	     0.59	 8.61e+00	 2.31e-01	 1.23e-01	 51	 46	102	  37	 5.45e-01	 4.01e-02	     0.41	 6.03e+01	 5.06e+00	 3.72e-01	 38	 34	129	  96	 1.53e+00	 2.60e-01	     0.51	 8.16e+01	 6.26e+00	 1.06e+00	 33	 33	  0	  95	 1.98e+00	 3.88e-01	     0.54	 6.68e+01	 4.39e+00	 8.59e-01	 34	 31	171	 113	 2.10e+00	 5.48e-01	     0.58      2.98e+00	 7.81e-01	 42	 38	 39	  97	  9.65	     0.76	   5.28	  12.66	 45	 28	 29	4	   2	   1	 3	JCMTSF J190212.6-370033                 	             	             	                                                                                                    
      63  190213.2-365717   19 02 13.22   -36 57 17.1        1	-1.30e-02	 9.91e-03	    -0.34	-1.19e+00	-5.70e-03	 4.35e-03	 39	  8	125	  65	 7.04e-01	 7.56e-02	     0.36	 4.51e+01	 2.69e+00	 2.89e-01	 36	 15	 54	 171	 2.66e+00	 4.25e-01	     0.74	 8.68e+01	 4.69e+00	 7.48e-01	 25	 19	 46	 151	 2.88e+00	 6.49e-01	     0.83	 7.96e+01	 4.03e+00	 9.08e-01	 28	 24	 46	  93	 1.92e+00	 6.75e-01	     0.63      2.15e+00	 7.53e-01	 37	 36	 76	 134	 11.34	     1.00	   3.97	  11.38	 25	 21	 35	4	   2	   2	 2	[SHL2013] 19 North                      	             	             	                                                                                                    
      64  190214.0-370608   19 02 14.06   -37 06 08.2       50	-2.12e-02	 4.22e-04	    29.11	-2.35e+00	-1.59e-02	 3.16e-04	 34	 11	150	-999	 4.90e-02	 2.32e-02	     0.07	 5.01e+00	 2.80e-01	 1.33e-01	 34	 32	133	   8	 1.22e-01	 4.42e-02	     0.10	 4.22e+00	 2.02e-01	 7.32e-02	 30	 18	 40	   7	 1.01e-01	 5.35e-02	     0.08	 2.84e+00	 9.66e-02	 5.11e-02	 29	 24	 35	-999	 6.71e-02	 6.48e-02	     0.05      3.38e-02	 3.26e-02	 36	 36	 24	   7	  0.50	     0.13	   0.16	   3.81	 23	 18	 24	2	   0	   2	 1	[FP2007] J190210.72-370559.2            	             	             	no SED fit                                                                                          
      65  190215.8-365746   19 02 15.89   -36 57 46.9     -999	 1.57e-03	 1.13e-02	     0.04	 1.37e-01	-4.19e-02	-3.01e-01	 35	  8	145	  35	 6.21e-01	 2.92e-02	     0.44	 2.99e+01	 1.33e+00	 6.26e-02	 26	 13	 55	 106	 1.55e+00	 1.62e-01	     0.55	 4.80e+01	 1.74e+00	 1.81e-01	 24	 18	 22	  69	 1.27e+00	 3.11e-01	     0.44	 3.64e+01	 1.36e+00	 3.31e-01	 30	 24	 48	  33	 8.42e-01	 3.39e-01	     0.31      6.64e-01	 2.68e-01	 36	 36	 59	  74	  5.72	     0.59	   1.75	   9.64	 24	 18	 30	4	   0	   2	 3	[SHL2013] 19 South                      	             	             	                                                                                                    
      66  190217.5-370135   19 02 17.51   -37 01 35.8        0	-1.82e-03	 4.39e-03	    -0.21	-2.00e-01	-3.87e-03	 9.35e-03	 71	  8	164	   9	 8.01e-02	 1.59e-02	     0.09	 1.11e+01	 1.36e+00	 2.70e-01	 51	 45	160	  67	 9.31e-01	 1.34e-01	     0.33	 4.50e+01	 3.67e+00	 5.28e-01	 60	 20	125	 116	 2.14e+00	 2.38e-01	     0.70	 7.17e+01	 5.18e+00	 5.76e-01	 49	 25	128	 164	 2.77e+00	 4.85e-01	     1.04      5.09e+00	 8.92e-01	 57	 36	146	 190	 15.76	     1.24	   8.02	  12.66	 43	 25	130	4	   1	   1	 2	JCMTSF J190217.0-370133                 	             	             	                                                                                                    
